customer_id,full_name,email,birth_date,gender,city,state,signup_date,customer_segment,acquisition_channel,monthly_income,credit_score,risk_level,is_active,churn_flag
1240,Hayley Field,hazel64@example.org,1960-01-29,Male,South Meganberg,Algeria,2024-09-20,Premium,Referral,6860,723,Medium,True,False
1241,Mr Phillip Smith,janicemetcalfe@example.net,1987-05-03,Female,Lake Dominic,Congo,2025-03-23,Standard,Referral,4916,723,Medium,True,False
1242,Donna Wilson,roger92@example.com,1972-12-04,Male,Port Matthew,Antarctica (the territory South of 60 deg S),2024-06-19,Standard,Google Ads,3617,833,Low,True,False
1243,Dr Declan Harper,leeskayleigh@example.org,1947-08-25,Male,West Douglas,Micronesia,2024-09-30,Standard,LinkedIn,1904,602,High,True,False
1244,Jean Carter-Farmer,danny25@example.org,1969-11-20,Male,Begumland,Algeria,2024-09-03,Premium,Organic,9557,696,Medium,False,False
1245,Denis Price-Daly,wwright@example.org,1971-06-21,Female,Nicholasfurt,Guatemala,2023-08-18,Standard,Referral,2184,721,Medium,False,False
1246,Miss Sandra Simpson,tomlinsonlinda@example.net,1999-01-11,Female,South Richard,Botswana,2024-10-23,Standard,Organic,3745,791,Low,True,False
1247,Hannah Baker-Jones,vanessa61@example.com,1962-04-18,Male,East Hazelview,Poland,2023-09-02,Standard,Google Ads,2951,751,Low,True,False
1248,Ms Janice Mason,frankrobertson@example.com,1958-07-20,Male,South Lisabury,Sweden,2026-04-01,Standard,Google Ads,3979,706,Medium,True,False
1249,Eric Matthews,qwilliams@example.net,1987-01-03,Female,Annburgh,San Marino,2023-12-09,Standard,Organic,4419,839,Low,True,False
1250,Dr Bethany Howard,ufletcher@example.com,1992-07-18,Male,Port Janeport,Indonesia,2026-04-28,Standard,Facebook Ads,1931,615,High,True,True
1251,Stephen Barnes,jgreen@example.net,2000-12-07,Female,South Lyndaborough,Gambia,2024-12-21,Standard,Google Ads,3725,692,Medium,True,False
1252,Declan Parker,vwhite@example.org,1977-01-06,Female,Graceport,Indonesia,2024-02-25,Standard,Google Ads,1854,702,Medium,True,True
1253,Mr Malcolm Davies,lawrencetom@example.org,1962-01-31,Female,Powellberg,Switzerland,2024-07-21,Standard,Google Ads,3867,679,Medium,True,False
1254,Mrs Bethany Hawkins,geoffreyhughes@example.net,1983-04-04,Male,Port Keithchester,China,2026-01-11,Standard,Organic,4200,774,Low,True,False
1255,Elliott Potter,qclarke@example.net,1949-01-27,Female,South Alice,Cameroon,2023-06-23,Standard,Referral,4961,707,Medium,True,False
1256,Toby Dyer,wrightbeth@example.net,2008-02-05,Female,New Callumside,Hungary,2024-05-20,Standard,Facebook Ads,2752,738,Medium,True,False
1257,Eric Sykes,portermaureen@example.org,1974-11-27,Male,Davisside,Nauru,2023-06-12,Standard,Facebook Ads,2674,768,Low,True,False
1258,Gail Harris,arnoldchristopher@example.com,1974-06-23,Female,South Guy,Brazil,2025-04-01,Premium,Referral,10664,749,Medium,True,False
1259,Mr Matthew Kemp,ellislaura@example.com,2006-03-06,Male,East Mauriceborough,Cote d'Ivoire,2025-06-22,Standard,Organic,4745,657,Medium,True,False
1260,Fiona Edwards-Wood,robertsphilip@example.net,1991-08-12,Male,South Darrenhaven,Jordan,2023-08-25,Standard,Google Ads,2706,594,High,True,False
1261,Mrs Amelia Sullivan,joannahayes@example.org,1993-03-28,Male,East Jessicamouth,Sierra Leone,2024-08-16,Standard,Organic,4942,477,High,True,False
1262,Dr Barry Walsh,teresasmith@example.net,1963-08-25,Female,Shepherdburgh,Turkey,2023-06-19,Standard,Organic,2326,617,High,True,False
1263,Ronald Dawson-Mason,donna06@example.org,1959-04-18,Female,South Scott,Nepal,2024-04-26,Standard,Referral,2378,714,Medium,True,False
1264,Mrs Megan Saunders,lturner@example.org,1982-07-23,Male,West Sophie,Lithuania,2024-03-21,Standard,Google Ads,3402,729,Medium,True,False
1265,Mr John Harrison,alisonjones@example.com,1998-09-30,Male,New Ianhaven,Barbados,2024-05-10,Standard,Organic,3356,650,Medium,True,False
1266,Tom Robinson-Johnson,priceamber@example.net,2002-12-30,Male,Heatherport,Bahamas,2024-01-18,Standard,LinkedIn,4752,761,Low,True,False
1267,Deborah Roberts,pamelacarter@example.com,2005-03-05,Female,Lake Maureen,Niue,2024-02-13,Standard,Google Ads,4877,758,Low,True,False
1268,Liam Brown,agough@example.net,1969-12-03,Male,Timothymouth,Gambia,2024-12-06,Standard,Organic,2842,642,High,True,True
1269,Stuart Williams,elaine08@example.org,1950-12-30,Male,East Kevin,Peru,2024-06-03,Standard,Google Ads,1985,734,Medium,True,False
1270,Suzanne Hunter,fflynn@example.com,1955-03-09,Male,West Clare,Nepal,2025-05-12,Standard,Organic,4964,642,High,True,False
1271,Joe Chambers,saundersgordon@example.org,1951-03-28,Female,North Leonardborough,Guinea-Bissau,2023-10-21,Standard,LinkedIn,3935,626,High,True,True
1272,Mr Adam Jones,kerry57@example.org,1985-01-14,Female,Lake Katieview,Cameroon,2024-06-05,Standard,LinkedIn,3413,642,High,True,False
1273,Jemma Ali-Bird,joannagibson@example.com,1990-09-30,Non-Binary,Jessicatown,Turkey,2024-05-15,Standard,Referral,2983,574,High,True,False
1274,Paula Matthews,kerry51@example.com,1986-07-20,Male,East Matthewfurt,Egypt,2025-01-06,Standard,Organic,2647,680,Medium,True,False
1275,Jack Cox-Cooper,davisonbradley@example.com,1948-06-10,Female,Port Terryberg,Mauritius,2026-01-27,Standard,Referral,4179,753,Low,True,False
1276,Dr Roger Little,daviesashleigh@example.org,1957-12-02,Female,Port Jamieton,Korea,2024-07-10,Standard,Organic,3476,789,Low,True,False
1277,Antony Oliver-Hobbs,oliverbailey@example.com,1952-03-17,Female,Lake Robin,Cape Verde,2026-05-04,Premium,Google Ads,5530,719,Medium,True,True
1278,Natalie Cartwright,katiesmith@example.com,1981-04-18,Male,New Marie,Chad,2025-08-25,Standard,Organic,3935,700,Medium,True,True
1279,Georgina Harris,douglasward@example.com,1966-09-30,Female,Glennfort,Nepal,2023-08-27,Standard,Referral,2544,574,High,True,False
1280,Joseph White,alexandratalbot@example.com,1997-04-09,Male,West Naomiport,Uruguay,2024-10-02,Premium,Facebook Ads,5839,678,Medium,True,False
1281,Andrew Green,qspencer@example.org,1982-08-09,Male,Hortonville,Pakistan,2025-05-28,Standard,Referral,2486,606,High,True,False
1282,Elliott Hill,amber59@example.com,1987-12-29,Female,Walshberg,Mauritius,2025-01-26,Premium,Referral,10976,716,Medium,True,False
1283,Mr Charlie Smith,jessicagoddard@example.org,1981-03-20,Male,South Lydia,Hong Kong,2024-03-12,Premium,Referral,7667,545,High,True,False
1284,Ms Sylvia Harris,linda08@example.org,1986-04-29,Female,Stanleyburgh,Zambia,2024-12-11,Standard,Organic,2683,590,High,True,False
1285,Dr Brian Price,ldavis@example.com,1988-12-08,Female,Port Trevor,Cook Islands,2026-03-12,Premium,LinkedIn,8709,756,Low,True,False
1286,Ms Kate Fisher,benjaminduffy@example.net,1973-03-03,Male,Rosemaryburgh,Cayman Islands,2026-03-20,Standard,Referral,2081,762,Low,True,False
1287,Craig James,charlesjenkins@example.com,2004-10-28,Female,North Kirstyview,Yemen,2023-08-25,Standard,Google Ads,2565,850,Low,True,False
1288,John Wood,zoe68@example.org,1961-11-02,Female,North Peterton,Lesotho,2025-11-16,Standard,Organic,4140,481,High,True,False
1289,Glenn Watts-Baker,craig86@example.net,1994-04-01,Female,North Lorraine,Morocco,2024-06-06,Standard,LinkedIn,4832,590,High,True,False
1290,Miss Jodie Kerr,afoster@example.com,1982-07-04,Male,Thompsonstad,Uruguay,2025-04-10,Standard,Google Ads,2319,657,Medium,True,False
1291,Mr Glen Bolton,edwardsclare@example.net,1948-10-11,Non-Binary,East Stewart,Namibia,2026-04-11,Premium,LinkedIn,8093,651,Medium,True,False
1292,Beth Khan,gordonwilliams@example.net,1969-01-17,Female,Gillianmouth,Saint Barthelemy,2025-11-27,Standard,Google Ads,4677,764,Low,True,True
1293,Dr Daniel Dunn,xthomas@example.com,1953-12-17,Male,Gillland,Solomon Islands,2023-12-14,Standard,LinkedIn,2993,585,High,True,False
1294,Holly King,khanvanessa@example.net,1955-10-05,Female,McCarthyhaven,Seychelles,2024-11-01,Standard,LinkedIn,2400,724,Medium,True,False
1295,Dr Norman Stevens,helenedwards@example.net,1988-07-30,Female,Hicksmouth,Antigua and Barbuda,2026-03-02,Standard,Google Ads,2379,575,High,True,False
1296,Dr Harriet Atkins,natkinson@example.com,1962-02-09,Female,Brucefort,Monaco,2024-05-14,Premium,Referral,6670,753,Low,True,False
1297,Gerald Lee,andrewsconor@example.net,1989-02-21,Female,North Reeceburgh,Turkey,2023-10-21,Standard,Organic,4883,625,High,False,False
1298,Roger Clarke-Nicholls,griffithsgordon@example.com,1962-08-07,Male,Barberburgh,Lesotho,2025-07-08,Standard,Facebook Ads,3332,818,Low,True,False
1299,Kieran Davis,katherineatkinson@example.net,1972-05-11,Female,Susanmouth,Mali,2023-12-18,Premium,Facebook Ads,9492,652,Medium,True,False
1300,Anthony Chadwick-Lewis,susanjones@example.org,1959-11-23,Female,Port Rickyberg,Cocos (Keeling) Islands,2026-05-17,Standard,LinkedIn,4343,706,Medium,True,False
1301,Georgia Turner-Thomas,aimeewilliams@example.com,1978-03-22,Female,Bishopfort,Luxembourg,2025-04-29,Standard,LinkedIn,2517,850,Low,False,False
1302,Karen Hussain,iwood@example.org,1981-07-15,Male,Holdenport,Albania,2025-10-12,Standard,Google Ads,4254,657,Medium,True,False
1303,Jeremy Thomas,iford@example.org,1956-05-07,Male,South Garethhaven,Dominica,2025-12-11,Standard,Google Ads,2530,787,Low,True,False
1304,Ms Lydia Todd,chloe42@example.com,1949-04-26,Female,Oliviamouth,Antigua and Barbuda,2026-02-01,Premium,Google Ads,5757,538,High,True,True
1305,Ms Mandy Jones,kayphillip@example.org,1950-10-23,Non-Binary,Port Kevin,Costa Rica,2025-05-06,Standard,Organic,2461,632,High,True,False
1306,Lindsey Harris,kellybutler@example.org,1986-05-11,Male,Barbarashire,Puerto Rico,2024-08-04,Standard,Facebook Ads,3786,754,Low,True,False
1307,Henry Curtis,anthony45@example.net,1979-02-11,Female,Jennifermouth,Tonga,2023-08-03,Premium,Facebook Ads,5815,655,Medium,True,False
1308,Mrs Emma Jones,dhill@example.net,1954-10-06,Female,Bruceshire,Syrian Arab Republic,2026-05-03,Standard,Referral,2869,704,Medium,True,False
1309,Terence Patel,thompsonmargaret@example.com,2003-02-15,Male,Walterschester,Guinea-Bissau,2023-09-29,Standard,Facebook Ads,3863,733,Medium,True,False
1310,Bruce Smith,ryan14@example.net,1979-07-16,Male,Markmouth,Malaysia,2024-09-11,Standard,Referral,4260,666,Medium,True,False
1311,Duncan Dobson,yvincent@example.net,1960-09-25,Male,West Jennifer,United States Virgin Islands,2023-11-22,Premium,Referral,7198,781,Low,True,False
1312,Sean Duncan,katie23@example.net,1987-09-06,Female,Jadechester,Uruguay,2026-03-18,Standard,Google Ads,1917,768,Low,False,False
1313,Ronald Schofield,reessam@example.com,1947-02-15,Female,East Hilary,Tajikistan,2023-12-30,Standard,Referral,4669,778,Low,True,False
1314,Mr Dennis Chambers,readamber@example.net,1990-07-15,Male,Birchhaven,Iran,2024-07-03,Standard,Referral,2985,721,Medium,True,False
1315,Jason Evans-Hunt,roger00@example.com,1947-04-26,Female,Lake Harryfurt,Ireland,2025-09-17,Standard,Organic,4361,676,Medium,True,False
1316,Henry Kent-Evans,frederick77@example.com,1946-04-02,Female,South Rogerborough,Mauritius,2023-11-30,Standard,LinkedIn,3639,474,High,True,False
1317,Mr Tom Armstrong,nichollskenneth@example.com,1982-11-05,Non-Binary,Leahchester,Belize,2026-04-21,Standard,Google Ads,2052,850,Low,False,False
1318,Nathan Taylor-Martin,jcarpenter@example.net,1962-12-11,Female,East Rogerfurt,Gambia,2024-04-18,Standard,Referral,2559,665,Medium,False,False
1319,Dr Conor Cox,kheath@example.org,2002-05-12,Female,North Chelsea,Botswana,2024-12-30,Standard,LinkedIn,4497,722,Medium,True,False
1320,Eileen Marsden,robinsonclare@example.net,1986-04-28,Male,Deanville,Azerbaijan,2025-03-14,Standard,LinkedIn,4609,819,Low,True,True
1321,Mr Eric Mann,kirsty08@example.com,1952-07-19,Female,Lake Lynda,New Zealand,2024-11-02,Standard,Organic,3269,570,High,True,False
1322,Dr Dale Bishop,howard09@example.org,1986-02-28,Male,New John,Oman,2024-02-29,Standard,Google Ads,2996,567,High,True,False
1323,Barbara King-Johnson,cheryl80@example.org,1972-03-24,Non-Binary,West Meganburgh,Saudi Arabia,2026-03-27,Standard,Referral,2985,719,Medium,True,False
1324,Louis Harvey,sally40@example.com,1974-06-18,Male,South Annaside,Senegal,2024-12-06,Premium,Google Ads,8178,758,Low,True,False
1325,Mrs Emily Leach,dean08@example.org,1976-10-03,Female,Marionton,New Zealand,2024-10-28,Standard,LinkedIn,2885,684,Medium,True,False
1326,Mrs Heather Roberts,duncanbailey@example.com,1980-07-09,Male,North Mathewchester,South Africa,2023-09-22,Standard,Referral,4040,671,Medium,True,False
1327,Miss Leanne Khan,daviesharriet@example.net,1959-08-09,Female,South Damian,Syrian Arab Republic,2024-09-22,Standard,Google Ads,3967,757,Low,False,False
1328,Hilary Ford-Smart,janice65@example.org,1980-03-16,Female,Port Douglasview,Montserrat,2025-07-29,Premium,Google Ads,7548,845,Low,True,False
1329,Francesca Hunt,thomasparkinson@example.net,1958-09-04,Female,New Donnafurt,Morocco,2026-04-16,Standard,Referral,2321,674,Medium,True,False
1330,Mr Joshua Parsons,sam27@example.net,1997-11-01,Male,Smithstad,Maldives,2024-07-04,Standard,Referral,3525,694,Medium,True,False
1331,Chelsea Armstrong,darrenkelly@example.net,1977-03-21,Male,Jonesfurt,Puerto Rico,2025-02-10,Standard,Organic,4786,772,Low,True,False
1332,Annette Kelly,chapmangregory@example.org,1984-12-10,Male,East Ameliaberg,Brunei Darussalam,2025-08-12,Premium,LinkedIn,8247,681,Medium,True,False
1333,Brandon Kemp-Robinson,vjackson@example.org,1952-07-11,Female,Mistrymouth,Dominica,2024-04-04,Standard,Google Ads,2466,613,High,True,False
1334,Dr Thomas Cameron,gregory78@example.org,1988-03-02,Female,Taylorville,Saint Lucia,2025-06-02,Premium,Google Ads,10229,799,Low,True,False
1335,Dr Jay Bailey,smithjune@example.net,2007-10-23,Male,Lake Joanna,Brunei Darussalam,2024-10-05,Premium,Referral,5110,782,Low,True,False
1336,Claire Quinn,jacksondenis@example.org,1979-02-09,Male,Taylorview,Australia,2026-05-04,Standard,Organic,3038,640,High,True,False
1337,Darren Bell,zbaxter@example.org,2004-04-03,Male,New Francisland,Iran,2025-12-06,Premium,Google Ads,5722,615,High,True,True
1338,Clare Evans,xgreen@example.org,1962-12-06,Male,New Georgefurt,India,2024-08-14,Standard,Google Ads,2645,622,High,True,False
1339,Stewart Dean-Bartlett,powelledward@example.net,1953-10-18,Female,Fryhaven,Papua New Guinea,2026-03-02,Standard,LinkedIn,4331,707,Medium,True,False
1340,James Hughes,nathansmith@example.org,1974-10-21,Male,New Lawrence,Nigeria,2025-05-03,Premium,LinkedIn,7787,714,Medium,True,False
1341,Justin Hill,kerryiqbal@example.com,1980-04-23,Female,New Laurenborough,Fiji,2024-06-19,Standard,Referral,2301,678,Medium,True,False
1342,Graham Scott,greendean@example.net,2000-11-08,Male,Pricefurt,South Georgia and the South Sandwich Islands,2025-11-14,Standard,Organic,2081,662,Medium,True,False
1343,Mrs Marian Graham,charlene32@example.org,1990-03-19,Female,Begumburgh,New Caledonia,2025-05-01,Standard,Google Ads,3431,627,High,True,True
1344,Reece Fisher,xclark@example.com,1946-02-08,Female,Stephenview,United States Minor Outlying Islands,2025-04-02,Standard,Facebook Ads,2338,813,Low,True,False
1345,Guy Harvey-Nash,taylorglenn@example.net,1977-05-01,Female,South Hugh,Hungary,2024-12-26,Standard,Google Ads,2941,650,Medium,True,False
1346,Jennifer Scott,howard56@example.com,2004-03-21,Male,West Rosemaryville,Saint Kitts and Nevis,2024-12-23,Premium,LinkedIn,5184,611,High,True,False
1347,Diana Wood,qcooper@example.net,1994-03-17,Male,North Lindsey,Falkland Islands (Malvinas),2023-06-22,Standard,Facebook Ads,4274,737,Medium,True,False
1348,Lisa Watkins,martin55@example.net,2003-05-08,Male,North Lauraberg,Latvia,2025-03-18,Premium,LinkedIn,6152,850,Low,True,False
1349,Mr Denis Dunn,bethany01@example.org,2001-04-07,Female,Thomasmouth,United States Virgin Islands,2025-11-09,Standard,Referral,3681,674,Medium,True,False
1350,Miss Paige Lee,waynejones@example.org,1976-07-02,Female,New Sianton,Guernsey,2024-06-08,Standard,Referral,3487,725,Medium,True,True
1351,Dr Jordan White,malcolmwilkinson@example.org,1991-03-14,Female,Stanleyland,Kazakhstan,2025-02-16,Standard,Organic,3953,812,Low,True,False
1352,Catherine Mason-Ali,chelsea56@example.org,1986-10-01,Male,Marcusville,Hungary,2026-04-03,Standard,Organic,4914,732,Medium,True,False
1353,Trevor Lowe,frynatalie@example.net,2003-04-18,Female,Lake Derek,Tokelau,2024-11-08,Standard,Organic,3472,549,High,True,False
1354,Karen Wood,denis79@example.com,1996-04-18,Female,Stevensburgh,Hong Kong,2025-01-11,Standard,Organic,2766,794,Low,True,False
1355,Eric Saunders,christian75@example.com,1992-01-14,Male,North Louisefort,Saint Helena,2024-05-27,Standard,LinkedIn,4206,628,High,True,False
1356,Billy Dean,webbshaun@example.org,1986-01-11,Male,North Karen,Chile,2024-03-12,Standard,Organic,1937,457,High,True,True
1357,Marion Hutchinson,ijones@example.com,1979-04-07,Male,Maxstad,Micronesia,2024-03-08,Standard,Organic,3283,736,Medium,True,True
1358,Sara Griffin,elizabeth66@example.com,2004-04-24,Male,Lewishaven,Martinique,2025-06-15,Standard,Organic,1815,626,High,True,False
1359,Geoffrey Reynolds,daviessian@example.net,1961-07-28,Female,West Nicoletown,Andorra,2025-04-09,Standard,Google Ads,3367,745,Medium,True,False
1360,Mr Philip Turner,crichardson@example.org,1996-10-26,Female,Michaeltown,Aruba,2025-05-01,Premium,Facebook Ads,7769,690,Medium,False,False
1361,Mr Jacob Mills,hharrison@example.com,1959-01-21,Male,Saundersfort,Estonia,2025-02-10,Standard,Organic,4189,627,High,True,False
1362,Mrs Rita Morgan,maureenburns@example.net,1971-03-20,Female,Gloverport,France,2025-06-01,Standard,LinkedIn,4126,760,Low,False,True
1363,Miss Maureen Kelly,pmatthews@example.com,2007-09-18,Male,East Johnhaven,Bolivia,2025-07-12,Standard,Organic,3003,721,Medium,True,False
1364,Diane Nicholson,mariawatson@example.com,1957-01-13,Male,New Waynefort,Ukraine,2026-03-24,Standard,Referral,3878,716,Medium,True,False
1365,Miss Dorothy Howe,gillarthur@example.org,1959-07-18,Female,East Leemouth,Paraguay,2024-10-22,Standard,Organic,2760,559,High,True,False
1366,Charles Brown,jasminedoherty@example.com,1964-03-29,Female,Ahmedport,Slovenia,2025-08-01,Premium,Organic,5015,523,High,True,False
1367,Rosemary Hill,zoe41@example.net,2000-12-17,Female,Port Guy,United Arab Emirates,2024-11-24,Premium,Referral,6743,605,High,True,False
1368,Sam Todd,rosswilliams@example.com,1979-08-09,Female,South Valerie,Brazil,2024-01-30,Standard,Organic,2128,832,Low,True,False
1369,Shane Slater,simpsonrachael@example.net,1995-01-14,Male,Nashmouth,Samoa,2023-12-13,Standard,Referral,3863,850,Low,True,False
1370,William Anderson-Humphreys,rknowles@example.org,1983-04-12,Male,Mannstad,Timor-Leste,2023-07-12,Standard,LinkedIn,2606,704,Medium,True,True
1371,Dr Aimee Hunter,hclark@example.org,1965-09-18,Male,South Vanessa,Denmark,2023-12-14,Standard,LinkedIn,4413,760,Low,True,False
1372,Hannah Ford-Parsons,daviesamanda@example.com,1989-09-04,Male,Taylorberg,Uzbekistan,2025-05-02,Standard,Google Ads,2668,707,Medium,True,False
1373,Phillip Coleman,wrightjay@example.net,2004-01-07,Male,Fionashire,Trinidad and Tobago,2026-04-17,Premium,Google Ads,9042,756,Low,True,False
1374,Mohamed White,gmorris@example.net,1990-04-13,Male,Lake Declanside,Chad,2024-10-29,Business,Facebook Ads,15007,597,High,True,True
1375,Miss Louise Baldwin,wrogers@example.org,1991-12-10,Male,North Natashachester,Norfolk Island,2025-05-21,Standard,Organic,3180,806,Low,False,False
1376,Karl Preston,clarkdiane@example.com,2005-10-04,Male,Joannehaven,American Samoa,2023-07-13,Standard,LinkedIn,2386,633,High,True,False
1377,Mitchell Brown,karlthompson@example.com,1999-11-08,Male,North Donnaton,Puerto Rico,2025-10-14,Standard,Google Ads,3303,775,Low,True,True
1378,Dr Nicola Adams,leonforster@example.org,1979-10-01,Female,Lake Alice,Maldives,2025-06-03,Standard,Referral,2643,644,High,False,True
1379,Miss Tracey Holmes,rpatel@example.net,1958-09-23,Female,Newtonville,Estonia,2026-01-23,Standard,Facebook Ads,4937,758,Low,True,False
1380,Robin Butler,maria29@example.net,1985-09-13,Male,Sylviaberg,Iceland,2024-10-22,Premium,Google Ads,8056,596,High,True,False
1381,Helen Stanley-Bishop,lesliebutler@example.com,1970-06-12,Male,Greenton,Saint Lucia,2024-07-14,Standard,Organic,3297,697,Medium,True,False
1382,Keith Clarke,victorpatel@example.org,1969-08-05,Male,New Gavinville,Jordan,2024-07-19,Standard,Organic,3485,798,Low,True,False
1383,Frank Mitchell,tuckersara@example.org,1953-05-09,Female,South Paige,Montserrat,2025-02-13,Business,Organic,15535,608,High,True,False
1384,Charlotte Smith,taylornicole@example.org,1977-11-14,Male,Lake Connor,Paraguay,2025-02-06,Standard,Organic,4637,712,Medium,True,False
1385,Suzanne Stewart-Woods,tracyhussain@example.org,1968-03-23,Male,Charlesfort,Nicaragua,2024-06-05,Premium,Google Ads,9965,641,High,True,False
1386,Georgia Lawrence,lucyblack@example.com,1987-11-08,Female,Port Josephtown,United States of America,2026-04-22,Standard,Google Ads,4654,588,High,True,True
1387,Ashleigh Reid,hansonmelissa@example.org,1952-02-24,Male,North Jodieland,New Caledonia,2024-06-03,Premium,Facebook Ads,6923,583,High,True,False
1388,Ms Laura Barnes,mandy20@example.net,2004-09-06,Male,New Andrea,Saint Barthelemy,2023-06-26,Standard,Organic,3016,697,Medium,True,False
1389,Dr Antony Knowles,juliamitchell@example.com,1962-07-30,Male,Bradleyside,Lao People's Democratic Republic,2023-12-25,Premium,Google Ads,8451,639,High,True,False
1390,Maurice Carr,denise06@example.org,1979-11-07,Female,Port Mitchellshire,Bulgaria,2025-06-12,Standard,Referral,4829,691,Medium,True,False
1391,Mathew Fisher-Iqbal,connor89@example.org,2006-09-29,Male,Yvonneberg,Kenya,2024-05-21,Standard,Google Ads,1865,600,High,True,False
1392,Amber Hewitt,fraserstephen@example.org,1957-10-05,Male,Lake Sandra,Lao People's Democratic Republic,2024-12-20,Standard,Google Ads,2079,776,Low,True,False
1393,Anna Young,jenna50@example.com,1989-11-17,Male,Johnsonton,Brunei Darussalam,2023-08-04,Standard,Organic,2174,713,Medium,True,False
1394,Dr Bruce Evans,fordhollie@example.com,1959-01-11,Female,Knightburgh,Burundi,2024-09-14,Standard,Facebook Ads,3964,819,Low,False,False
1395,Nicola Peters,joseph75@example.net,1987-04-11,Male,Vanessaburgh,Albania,2025-11-18,Premium,Referral,10637,571,High,True,True
1396,Nicholas Hammond,yhumphries@example.org,2001-07-31,Female,Hunterborough,Botswana,2024-02-27,Standard,Google Ads,4962,731,Medium,True,False
1397,Michelle Lewis-Hunt,georgina19@example.net,1960-06-15,Male,North Amybury,Indonesia,2024-12-28,Standard,Google Ads,2306,673,Medium,True,False
1398,Dr Lorraine Taylor,rjackson@example.net,2001-04-13,Female,Michelleborough,Somalia,2024-01-17,Standard,Organic,3614,610,High,True,True
1399,Caroline Parker,julia38@example.com,2007-04-09,Male,South Anntown,Pakistan,2026-05-28,Business,Referral,23217,577,High,True,True
1400,Dr Trevor Wright,conormorton@example.org,1952-09-19,Female,East Melissa,Germany,2024-08-20,Standard,Organic,4572,656,Medium,True,False
1401,Trevor Brown-Wright,ronald82@example.com,1988-05-13,Male,South Jamesshire,Bangladesh,2026-03-07,Standard,Organic,2294,646,High,True,False
1402,Luke Ali,dianahunter@example.com,1994-09-19,Male,Damienmouth,Central African Republic,2025-10-06,Standard,Organic,4856,753,Low,True,False
1403,Kate Clarke,vking@example.org,1958-04-27,Male,Vincentbury,Tanzania,2024-04-12,Standard,Organic,2439,691,Medium,True,False
1404,Lorraine Randall,matthewsanders@example.net,1970-04-03,Female,Port Jacobbury,Pakistan,2023-12-06,Premium,Organic,8597,576,High,True,False
1405,Peter Thompson-Phillips,johnstonronald@example.net,1984-08-26,Male,Port Hazel,Anguilla,2024-07-23,Standard,Referral,3587,660,Medium,True,True
1406,Mrs Carly Hill,murraydamian@example.com,1999-10-16,Female,Smithmouth,Egypt,2025-11-06,Standard,Organic,3564,743,Medium,True,False
1407,Julia Palmer,kathleen30@example.org,1965-08-14,Female,Hicksfort,Poland,2025-02-28,Standard,Referral,1925,667,Medium,True,False
1408,Kate Stewart,thompsoncraig@example.com,1996-03-16,Female,Deanview,Angola,2024-03-16,Standard,Google Ads,2133,817,Low,True,True
1409,Dr Elaine Lane,graykathleen@example.org,1946-10-10,Male,Rosemarybury,Japan,2023-08-13,Standard,Organic,3050,730,Medium,False,False
1410,Mrs Patricia Rhodes,kieranwatson@example.org,1952-10-01,Non-Binary,West Anthony,Chad,2026-03-04,Standard,Facebook Ads,4796,814,Low,False,False
1411,Stephanie Taylor-Mason,emily40@example.com,1965-02-25,Male,New Derekmouth,Antigua and Barbuda,2023-08-25,Premium,Organic,8338,634,High,True,False
1412,Mohamed Robinson,ndavey@example.org,1971-04-19,Non-Binary,Campbellhaven,Jamaica,2025-06-02,Standard,Google Ads,2126,771,Low,True,False
1413,Leslie Humphreys,craigsaunders@example.org,1946-05-21,Female,South Simon,Sri Lanka,2023-09-19,Standard,Organic,3032,650,Medium,True,False
1414,Garry Edwards-Clarke,rachel20@example.org,2002-09-14,Male,Lake Maxland,Monaco,2024-10-20,Standard,Organic,4864,692,Medium,True,False
1415,Sheila Bradley-Wheeler,mariangreen@example.com,2000-01-21,Non-Binary,West Dominic,Kuwait,2023-10-18,Standard,Google Ads,4013,632,High,True,False
1416,Paula Tomlinson,jean44@example.org,1992-09-03,Non-Binary,Lake Kayleigh,Kyrgyz Republic,2024-01-22,Standard,Google Ads,4842,668,Medium,True,False
1417,John Lambert-Robson,aferguson@example.net,1996-08-21,Female,New Joanneton,Northern Mariana Islands,2025-08-10,Standard,Google Ads,2521,764,Low,False,False
1418,Mr Callum Ashton,kathleen01@example.com,1976-05-09,Female,Lake Phillipfort,Brunei Darussalam,2023-08-01,Standard,Google Ads,3051,642,High,True,False
1419,Fiona North,marianwilson@example.org,1949-04-04,Male,Leonardmouth,Guam,2023-11-11,Business,Facebook Ads,23698,850,Low,True,False
1420,Mr Russell Smith,bevans@example.net,1966-07-03,Male,Port Hollie,Trinidad and Tobago,2024-01-12,Standard,Referral,4465,562,High,False,True
1421,Harriet Bryant,luke74@example.com,2003-10-01,Female,Port Paulinebury,Malta,2024-07-31,Standard,Organic,2119,727,Medium,False,False
1422,Dr Elliot King,allancrawford@example.com,1949-01-11,Male,North Sophie,Korea,2026-02-06,Standard,Organic,4952,723,Medium,True,False
1423,Frederick Rhodes,harrisonelliot@example.net,1977-12-04,Male,New Janechester,Egypt,2025-11-02,Premium,LinkedIn,7713,708,Medium,True,False
1424,Garry Ball,edwardsjustin@example.org,1994-07-02,Female,South Jamie,Montenegro,2025-12-28,Standard,Referral,2765,648,High,True,False
1425,Anthony Ford,zhussain@example.com,1966-01-29,Male,North Trevor,Norfolk Island,2024-04-03,Business,LinkedIn,13126,656,Medium,True,False
